Name,Device_ID,Download_Date,Reference_Date,Log_Interval,Log_Count,Location_Lat,Location_Lng,Temp_Units,Temp_Calibration,Hum_Calibration,Dewpoint_Calibration 
Section 7,FB80E49E,Thu Apr 07 2022 11:01:54 GMT-0500 (CDT),Not set,3600,4772,0,0,Celsius,0,0,0 
index,date,temperature,humidity,dewpoint 
4005,Sun Mar 06 2022 12:01:54 GMT-0600 (CST),22.1,23.2,0.2
4006,Sun Mar 06 2022 13:01:54 GMT-0600 (CST),22.1,23.1,0.2
4007,Sun Mar 06 2022 14:01:54 GMT-0600 (CST),22.1,22.9,0.1
4008,Sun Mar 06 2022 15:01:54 GMT-0600 (CST),22.1,22.8,-0.0
4009,Sun Mar 06 2022 16:01:54 GMT-0600 (CST),22.1,22.7,-0.1
4010,Sun Mar 06 2022 17:01:54 GMT-0600 (CST),22.1,22.6,-0.1
4011,Sun Mar 06 2022 18:01:54 GMT-0600 (CST),22.1,22.5,-0.2
4012,Sun Mar 06 2022 19:01:54 GMT-0600 (CST),22.1,22.5,-0.2
4013,Sun Mar 06 2022 20:01:54 GMT-0600 (CST),22.1,22.4,-0.2
4014,Sun Mar 06 2022 21:01:54 GMT-0600 (CST),22.1,22.3,-0.3
4015,Sun Mar 06 2022 22:01:54 GMT-0600 (CST),22.1,22.3,-0.3
4016,Sun Mar 06 2022 23:01:54 GMT-0600 (CST),22.1,22.2,-0.4
4017,Mon Mar 07 2022 00:01:54 GMT-0600 (CST),22.1,22.2,-0.4
4018,Mon Mar 07 2022 01:01:54 GMT-0600 (CST),22.1,22.2,-0.4
4019,Mon Mar 07 2022 02:01:54 GMT-0600 (CST),22.1,22.2,-0.4
4020,Mon Mar 07 2022 03:01:54 GMT-0600 (CST),22.1,22.2,-0.4
4021,Mon Mar 07 2022 04:01:54 GMT-0600 (CST),22.1,22.2,-0.4
4022,Mon Mar 07 2022 05:01:54 GMT-0600 (CST),22.1,22.2,-0.4
4023,Mon Mar 07 2022 06:01:54 GMT-0600 (CST),22.1,22.2,-0.4
4024,Mon Mar 07 2022 07:01:54 GMT-0600 (CST),22.1,22.2,-0.4
4025,Mon Mar 07 2022 08:01:54 GMT-0600 (CST),22.1,22.2,-0.4
4026,Mon Mar 07 2022 09:01:54 GMT-0600 (CST),22.4,22.2,-0.1
4027,Mon Mar 07 2022 10:01:54 GMT-0600 (CST),22.5,22.1,-0.1
4028,Mon Mar 07 2022 11:01:54 GMT-0600 (CST),22.6,22.1,-0.0
4029,Mon Mar 07 2022 12:01:54 GMT-0600 (CST),22.7,22.1,0.1
4030,Mon Mar 07 2022 13:01:54 GMT-0600 (CST),22.6,22.0,-0.1
4031,Mon Mar 07 2022 14:01:54 GMT-0600 (CST),22.6,21.9,-0.1
4032,Mon Mar 07 2022 15:01:54 GMT-0600 (CST),22.7,21.8,-0.1
4033,Mon Mar 07 2022 16:01:54 GMT-0600 (CST),23.9,21.5,0.7
4034,Mon Mar 07 2022 17:01:54 GMT-0600 (CST),23.9,21.0,0.4
4035,Mon Mar 07 2022 18:01:54 GMT-0600 (CST),23.9,20.6,0.1
4036,Mon Mar 07 2022 19:01:54 GMT-0600 (CST),24.0,20.3,-0.0
4037,Mon Mar 07 2022 20:01:54 GMT-0600 (CST),23.9,20.0,-0.3
4038,Mon Mar 07 2022 21:01:54 GMT-0600 (CST),23.9,19.8,-0.4
4039,Mon Mar 07 2022 22:01:54 GMT-0600 (CST),23.8,19.6,-0.6
4040,Mon Mar 07 2022 23:01:54 GMT-0600 (CST),23.7,19.4,-0.9
4041,Tue Mar 08 2022 00:01:54 GMT-0600 (CST),23.8,19.1,-1.0
4042,Tue Mar 08 2022 01:01:54 GMT-0600 (CST),23.6,18.8,-1.4
4043,Tue Mar 08 2022 02:01:54 GMT-0600 (CST),23.7,18.6,-1.4
4044,Tue Mar 08 2022 03:01:54 GMT-0600 (CST),23.6,18.3,-1.8
4045,Tue Mar 08 2022 04:01:54 GMT-0600 (CST),23.6,18.1,-1.9
4046,Tue Mar 08 2022 05:01:54 GMT-0600 (CST),23.6,17.9,-2.1
4047,Tue Mar 08 2022 06:01:54 GMT-0600 (CST),23.5,17.7,-2.3
4048,Tue Mar 08 2022 07:01:54 GMT-0600 (CST),23.6,17.5,-2.4
4049,Tue Mar 08 2022 08:01:54 GMT-0600 (CST),23.8,17.3,-2.3
4050,Tue Mar 08 2022 09:01:54 GMT-0600 (CST),24.1,17.2,-2.2
4051,Tue Mar 08 2022 10:01:54 GMT-0600 (CST),24.1,17.0,-2.3
4052,Tue Mar 08 2022 11:01:54 GMT-0600 (CST),23.9,16.8,-2.7
4053,Tue Mar 08 2022 12:01:54 GMT-0600 (CST),23.8,16.7,-2.8
4054,Tue Mar 08 2022 13:01:54 GMT-0600 (CST),24.0,16.6,-2.7
4055,Tue Mar 08 2022 14:01:54 GMT-0600 (CST),24.3,16.5,-2.6
4056,Tue Mar 08 2022 15:01:54 GMT-0600 (CST),24.1,16.4,-2.8
4057,Tue Mar 08 2022 16:01:54 GMT-0600 (CST),23.8,16.3,-3.2
4058,Tue Mar 08 2022 17:01:54 GMT-0600 (CST),23.6,16.2,-3.4
4059,Tue Mar 08 2022 18:01:54 GMT-0600 (CST),23.9,16.2,-3.2
4060,Tue Mar 08 2022 19:01:54 GMT-0600 (CST),24.0,16.2,-3.1
4061,Tue Mar 08 2022 20:01:54 GMT-0600 (CST),24.0,16.1,-3.2
4062,Tue Mar 08 2022 21:01:54 GMT-0600 (CST),23.9,16.1,-3.2
4063,Tue Mar 08 2022 22:01:54 GMT-0600 (CST),24.0,16.1,-3.2
4064,Tue Mar 08 2022 23:01:54 GMT-0600 (CST),23.9,16.1,-3.2
4065,Wed Mar 09 2022 00:01:54 GMT-0600 (CST),23.9,16.1,-3.2
4066,Wed Mar 09 2022 01:01:54 GMT-0600 (CST),23.9,16.1,-3.2
4067,Wed Mar 09 2022 02:01:54 GMT-0600 (CST),23.8,16.1,-3.3
4068,Wed Mar 09 2022 03:01:54 GMT-0600 (CST),23.9,16.1,-3.2
4069,Wed Mar 09 2022 04:01:54 GMT-0600 (CST),23.8,16.1,-3.3
4070,Wed Mar 09 2022 05:01:54 GMT-0600 (CST),23.8,16.1,-3.3
4071,Wed Mar 09 2022 06:01:54 GMT-0600 (CST),23.8,16.1,-3.3
4072,Wed Mar 09 2022 07:01:54 GMT-0600 (CST),23.7,16.1,-3.4
4073,Wed Mar 09 2022 08:01:54 GMT-0600 (CST),24.0,16.1,-3.2
4074,Wed Mar 09 2022 09:01:54 GMT-0600 (CST),24.1,16.0,-3.2
4075,Wed Mar 09 2022 10:01:54 GMT-0600 (CST),24.4,15.9,-3.0
4076,Wed Mar 09 2022 11:01:54 GMT-0600 (CST),24.0,15.9,-3.3
4077,Wed Mar 09 2022 12:01:54 GMT-0600 (CST),23.8,15.9,-3.5
4078,Wed Mar 09 2022 13:01:54 GMT-0600 (CST),24.3,16.0,-3.0
4079,Wed Mar 09 2022 14:01:54 GMT-0600 (CST),24.2,15.8,-3.2
4080,Wed Mar 09 2022 15:01:54 GMT-0600 (CST),24.3,15.6,-3.3
4081,Wed Mar 09 2022 16:01:54 GMT-0600 (CST),23.8,15.3,-4.0
4082,Wed Mar 09 2022 17:01:54 GMT-0600 (CST),23.7,15.2,-4.2
4083,Wed Mar 09 2022 18:01:54 GMT-0600 (CST),24.0,15.0,-4.1
4084,Wed Mar 09 2022 19:01:54 GMT-0600 (CST),24.0,14.9,-4.2
4085,Wed Mar 09 2022 20:01:54 GMT-0600 (CST),24.1,14.8,-4.2
4086,Wed Mar 09 2022 21:01:54 GMT-0600 (CST),24.0,14.7,-4.4
4087,Wed Mar 09 2022 22:01:54 GMT-0600 (CST),24.0,14.6,-4.5
4088,Wed Mar 09 2022 23:01:54 GMT-0600 (CST),24.0,14.5,-4.6
4089,Thu Mar 10 2022 00:01:54 GMT-0600 (CST),23.9,14.4,-4.7
4090,Thu Mar 10 2022 01:01:54 GMT-0600 (CST),24.0,14.3,-4.7
4091,Thu Mar 10 2022 02:01:54 GMT-0600 (CST),23.9,14.3,-4.8
4092,Thu Mar 10 2022 03:01:54 GMT-0600 (CST),23.9,14.3,-4.8
4093,Thu Mar 10 2022 04:01:54 GMT-0600 (CST),23.9,14.2,-4.9
4094,Thu Mar 10 2022 05:01:54 GMT-0600 (CST),23.8,14.1,-5.1
4095,Thu Mar 10 2022 06:01:54 GMT-0600 (CST),23.8,13.9,-5.3
4096,Thu Mar 10 2022 07:01:54 GMT-0600 (CST),23.7,13.8,-5.4
4097,Thu Mar 10 2022 08:01:54 GMT-0600 (CST),23.8,13.7,-5.5
4098,Thu Mar 10 2022 09:01:54 GMT-0600 (CST),24.0,13.6,-5.4
4099,Thu Mar 10 2022 10:01:54 GMT-0600 (CST),23.9,13.6,-5.5
4100,Thu Mar 10 2022 11:01:54 GMT-0600 (CST),23.7,13.5,-5.7
4101,Thu Mar 10 2022 12:01:54 GMT-0600 (CST),23.7,13.3,-5.9
4102,Thu Mar 10 2022 13:01:54 GMT-0600 (CST),24.2,13.3,-5.5
4103,Thu Mar 10 2022 14:01:54 GMT-0600 (CST),23.8,13.2,-6.0
4104,Thu Mar 10 2022 15:01:54 GMT-0600 (CST),23.7,13.1,-6.1
4105,Thu Mar 10 2022 16:01:54 GMT-0600 (CST),23.7,13.0,-6.2
4106,Thu Mar 10 2022 17:01:54 GMT-0600 (CST),23.9,13.0,-6.1
4107,Thu Mar 10 2022 18:01:54 GMT-0600 (CST),23.8,12.9,-6.3
4108,Thu Mar 10 2022 19:01:54 GMT-0600 (CST),23.9,12.8,-6.3
4109,Thu Mar 10 2022 20:01:54 GMT-0600 (CST),23.7,12.9,-6.3
4110,Thu Mar 10 2022 21:01:54 GMT-0600 (CST),23.8,12.9,-6.3
4111,Thu Mar 10 2022 22:01:54 GMT-0600 (CST),23.7,13.0,-6.2
4112,Thu Mar 10 2022 23:01:54 GMT-0600 (CST),23.7,13.1,-6.1
4113,Fri Mar 11 2022 00:01:54 GMT-0600 (CST),23.6,13.2,-6.1
4114,Fri Mar 11 2022 01:01:54 GMT-0600 (CST),23.6,13.2,-6.1
4115,Fri Mar 11 2022 02:01:54 GMT-0600 (CST),23.6,13.3,-6.0
4116,Fri Mar 11 2022 03:01:54 GMT-0600 (CST),23.5,13.3,-6.1
4117,Fri Mar 11 2022 04:01:54 GMT-0600 (CST),23.5,13.4,-6.0
4118,Fri Mar 11 2022 05:01:54 GMT-0600 (CST),23.4,13.4,-6.1
4119,Fri Mar 11 2022 06:01:54 GMT-0600 (CST),23.5,13.4,-6.0
4120,Fri Mar 11 2022 07:01:54 GMT-0600 (CST),23.7,13.5,-5.7
4121,Fri Mar 11 2022 08:01:54 GMT-0600 (CST),23.3,13.5,-6.1
4122,Fri Mar 11 2022 09:01:54 GMT-0600 (CST),23.5,13.5,-5.9
4123,Fri Mar 11 2022 10:01:54 GMT-0600 (CST),23.6,13.4,-5.9
4124,Fri Mar 11 2022 11:01:54 GMT-0600 (CST),23.6,13.3,-6.0
4125,Fri Mar 11 2022 12:01:54 GMT-0600 (CST),23.6,13.2,-6.1
4126,Fri Mar 11 2022 13:01:54 GMT-0600 (CST),23.8,13.0,-6.2
4127,Fri Mar 11 2022 14:01:54 GMT-0600 (CST),23.6,12.8,-6.5
4128,Fri Mar 11 2022 15:01:54 GMT-0600 (CST),23.9,12.7,-6.4
4129,Fri Mar 11 2022 16:01:54 GMT-0600 (CST),23.7,12.6,-6.6
4130,Fri Mar 11 2022 17:01:54 GMT-0600 (CST),23.5,12.5,-6.9
4131,Fri Mar 11 2022 18:01:54 GMT-0600 (CST),23.7,12.3,-7.0
4132,Fri Mar 11 2022 19:01:54 GMT-0600 (CST),23.6,12.1,-7.2
4133,Fri Mar 11 2022 20:01:54 GMT-0600 (CST),23.5,12.0,-7.4
4134,Fri Mar 11 2022 21:01:54 GMT-0600 (CST),23.5,11.7,-7.8
4135,Fri Mar 11 2022 22:01:54 GMT-0600 (CST),23.4,11.5,-8.1
4136,Fri Mar 11 2022 23:01:54 GMT-0600 (CST),23.4,11.4,-8.2
4137,Sat Mar 12 2022 00:01:54 GMT-0600 (CST),23.3,11.2,-8.5
4138,Sat Mar 12 2022 01:01:54 GMT-0600 (CST),23.2,11.0,-8.8
4139,Sat Mar 12 2022 02:01:54 GMT-0600 (CST),23.2,10.8,-9.0
4140,Sat Mar 12 2022 03:01:54 GMT-0600 (CST),23.1,10.7,-9.2
4141,Sat Mar 12 2022 04:01:54 GMT-0600 (CST),23.1,10.5,-9.5
4142,Sat Mar 12 2022 05:01:54 GMT-0600 (CST),23.0,10.4,-9.7
4143,Sat Mar 12 2022 06:01:54 GMT-0600 (CST),22.9,10.3,-9.9
4144,Sat Mar 12 2022 07:01:54 GMT-0600 (CST),23.0,10.2,-9.9
4145,Sat Mar 12 2022 08:01:54 GMT-0600 (CST),23.2,10.1,-9.9
4146,Sat Mar 12 2022 09:01:54 GMT-0600 (CST),23.5,10.0,-9.8
4147,Sat Mar 12 2022 10:01:54 GMT-0600 (CST),23.6,9.8,-10.0
4148,Sat Mar 12 2022 11:01:54 GMT-0600 (CST),23.5,9.7,-10.2
4149,Sat Mar 12 2022 12:01:54 GMT-0600 (CST),23.5,9.5,-10.4
4150,Sat Mar 12 2022 13:01:54 GMT-0600 (CST),23.3,9.4,-10.7
4151,Sat Mar 12 2022 14:01:54 GMT-0600 (CST),23.3,9.2,-11.0
4152,Sat Mar 12 2022 15:01:54 GMT-0600 (CST),23.3,9.1,-11.1
4153,Sat Mar 12 2022 16:01:54 GMT-0600 (CST),23.2,9.0,-11.3
4154,Sat Mar 12 2022 17:01:54 GMT-0600 (CST),23.3,9.0,-11.3
4155,Sat Mar 12 2022 18:01:54 GMT-0600 (CST),23.1,8.9,-11.6
4156,Sat Mar 12 2022 19:01:54 GMT-0600 (CST),23.2,8.9,-11.5
4157,Sat Mar 12 2022 20:01:54 GMT-0600 (CST),23.1,8.8,-11.7
4158,Sat Mar 12 2022 21:01:54 GMT-0600 (CST),23.0,8.8,-11.8
4159,Sat Mar 12 2022 22:01:54 GMT-0600 (CST),23.1,8.9,-11.6
4160,Sat Mar 12 2022 23:01:54 GMT-0600 (CST),23.1,8.9,-11.6
4161,Sun Mar 13 2022 00:01:54 GMT-0600 (CST),22.9,8.9,-11.7
4162,Sun Mar 13 2022 01:01:54 GMT-0600 (CST),23.0,8.9,-11.6
4163,Sun Mar 13 2022 03:01:54 GMT-0500 (CDT),22.9,8.9,-11.7
4164,Sun Mar 13 2022 04:01:54 GMT-0500 (CDT),22.8,8.9,-11.8
4165,Sun Mar 13 2022 05:01:54 GMT-0500 (CDT),22.9,8.9,-11.7
4166,Sun Mar 13 2022 06:01:54 GMT-0500 (CDT),22.8,8.9,-11.8
4167,Sun Mar 13 2022 07:01:54 GMT-0500 (CDT),22.9,8.9,-11.7
4168,Sun Mar 13 2022 08:01:54 GMT-0500 (CDT),22.9,9.0,-11.6
4169,Sun Mar 13 2022 09:01:54 GMT-0500 (CDT),23.2,9.2,-11.1
4170,Sun Mar 13 2022 10:01:54 GMT-0500 (CDT),23.5,9.3,-10.7
4171,Sun Mar 13 2022 11:01:54 GMT-0500 (CDT),23.5,9.5,-10.4
4172,Sun Mar 13 2022 12:01:54 GMT-0500 (CDT),23.6,9.7,-10.1
4173,Sun Mar 13 2022 13:01:54 GMT-0500 (CDT),23.5,10.0,-9.8
4174,Sun Mar 13 2022 14:01:54 GMT-0500 (CDT),23.6,10.3,-9.3
4175,Sun Mar 13 2022 15:01:54 GMT-0500 (CDT),23.6,10.6,-9.0
4176,Sun Mar 13 2022 16:01:54 GMT-0500 (CDT),23.5,11.0,-8.6
4177,Sun Mar 13 2022 17:01:54 GMT-0500 (CDT),23.6,11.3,-8.1
4178,Sun Mar 13 2022 18:01:54 GMT-0500 (CDT),23.5,11.6,-7.9
4179,Sun Mar 13 2022 19:01:54 GMT-0500 (CDT),23.4,11.9,-7.6
4180,Sun Mar 13 2022 20:01:54 GMT-0500 (CDT),23.6,12.3,-7.0
4181,Sun Mar 13 2022 21:01:54 GMT-0500 (CDT),23.5,12.6,-6.8
4182,Sun Mar 13 2022 22:01:54 GMT-0500 (CDT),23.5,13.0,-6.4
4183,Sun Mar 13 2022 23:01:54 GMT-0500 (CDT),23.5,13.2,-6.2
4184,Mon Mar 14 2022 00:01:54 GMT-0500 (CDT),23.5,13.5,-5.9
4185,Mon Mar 14 2022 01:01:54 GMT-0500 (CDT),23.6,13.8,-5.5
4186,Mon Mar 14 2022 02:01:54 GMT-0500 (CDT),23.5,14.1,-5.3
4187,Mon Mar 14 2022 03:01:54 GMT-0500 (CDT),23.6,14.4,-5.0
4188,Mon Mar 14 2022 04:01:54 GMT-0500 (CDT),23.6,14.7,-4.7
4189,Mon Mar 14 2022 05:01:54 GMT-0500 (CDT),23.6,14.9,-4.5
4190,Mon Mar 14 2022 06:01:54 GMT-0500 (CDT),23.6,15.0,-4.4
4191,Mon Mar 14 2022 07:01:54 GMT-0500 (CDT),23.6,15.2,-4.2
4192,Mon Mar 14 2022 08:01:54 GMT-0500 (CDT),23.7,15.4,-4.0
4193,Mon Mar 14 2022 09:01:54 GMT-0500 (CDT),24.0,15.5,-3.7
4194,Mon Mar 14 2022 10:01:54 GMT-0500 (CDT),24.0,15.7,-3.5
4195,Mon Mar 14 2022 11:01:54 GMT-0500 (CDT),23.7,15.8,-3.6
4196,Mon Mar 14 2022 12:01:54 GMT-0500 (CDT),23.5,15.9,-3.7
4197,Mon Mar 14 2022 13:01:54 GMT-0500 (CDT),24.1,16.2,-3.0
4198,Mon Mar 14 2022 14:01:54 GMT-0500 (CDT),23.9,16.5,-2.9
4199,Mon Mar 14 2022 15:01:54 GMT-0500 (CDT),23.0,16.6,-3.6
4200,Mon Mar 14 2022 16:01:54 GMT-0500 (CDT),22.8,16.7,-3.6
4201,Mon Mar 14 2022 17:01:54 GMT-0500 (CDT),27.8,18.2,1.6
4202,Mon Mar 14 2022 18:01:54 GMT-0500 (CDT),24.0,17.5,-2.0
4203,Mon Mar 14 2022 19:01:54 GMT-0500 (CDT),24.9,18.0,-0.9
4204,Mon Mar 14 2022 20:01:54 GMT-0500 (CDT),25.2,18.4,-0.4
4205,Mon Mar 14 2022 21:01:54 GMT-0500 (CDT),26.5,18.7,0.9
4206,Mon Mar 14 2022 22:01:54 GMT-0500 (CDT),26.5,19.0,1.2
4207,Mon Mar 14 2022 23:01:54 GMT-0500 (CDT),26.8,19.8,2.0
4208,Tue Mar 15 2022 00:01:54 GMT-0500 (CDT),26.6,20.5,2.3
4209,Tue Mar 15 2022 01:01:54 GMT-0500 (CDT),26.7,20.7,2.5
4210,Tue Mar 15 2022 02:01:54 GMT-0500 (CDT),26.4,20.9,2.4
4211,Tue Mar 15 2022 03:01:54 GMT-0500 (CDT),26.2,20.9,2.2
4212,Tue Mar 15 2022 04:01:54 GMT-0500 (CDT),26.2,21.0,2.3
4213,Tue Mar 15 2022 05:01:54 GMT-0500 (CDT),26.2,21.1,2.4
4214,Tue Mar 15 2022 06:01:54 GMT-0500 (CDT),26.2,21.2,2.4
4215,Tue Mar 15 2022 07:01:54 GMT-0500 (CDT),26.2,21.3,2.5
4216,Tue Mar 15 2022 08:01:54 GMT-0500 (CDT),26.1,21.3,2.4
4217,Tue Mar 15 2022 09:01:54 GMT-0500 (CDT),26.1,21.4,2.5
4218,Tue Mar 15 2022 10:01:54 GMT-0500 (CDT),26.2,21.5,2.6
4219,Tue Mar 15 2022 11:01:54 GMT-0500 (CDT),25.2,21.4,1.7
4220,Tue Mar 15 2022 12:01:54 GMT-0500 (CDT),26.9,21.4,3.2
4221,Tue Mar 15 2022 13:01:54 GMT-0500 (CDT),26.7,21.4,3.0
4222,Tue Mar 15 2022 14:01:54 GMT-0500 (CDT),26.6,21.5,3.0
4223,Tue Mar 15 2022 15:01:54 GMT-0500 (CDT),26.5,21.6,3.0
4224,Tue Mar 15 2022 16:01:54 GMT-0500 (CDT),27.0,22.0,3.6
4225,Tue Mar 15 2022 17:01:54 GMT-0500 (CDT),26.8,22.8,4.0
4226,Tue Mar 15 2022 18:01:54 GMT-0500 (CDT),26.6,22.9,3.9
4227,Tue Mar 15 2022 19:01:54 GMT-0500 (CDT),26.7,22.9,4.0
4228,Tue Mar 15 2022 20:01:54 GMT-0500 (CDT),26.6,22.9,3.9
4229,Tue Mar 15 2022 21:01:54 GMT-0500 (CDT),26.6,22.9,3.9
4230,Tue Mar 15 2022 22:01:54 GMT-0500 (CDT),26.6,23.0,3.9
4231,Tue Mar 15 2022 23:01:54 GMT-0500 (CDT),26.7,23.1,4.1
4232,Wed Mar 16 2022 00:01:54 GMT-0500 (CDT),26.7,23.1,4.1
4233,Wed Mar 16 2022 01:01:54 GMT-0500 (CDT),26.8,23.2,4.2
4234,Wed Mar 16 2022 02:01:54 GMT-0500 (CDT),26.6,23.3,4.1
4235,Wed Mar 16 2022 03:01:54 GMT-0500 (CDT),26.7,23.3,4.2
4236,Wed Mar 16 2022 04:01:54 GMT-0500 (CDT),26.5,23.3,4.0
4237,Wed Mar 16 2022 05:01:54 GMT-0500 (CDT),26.5,23.3,4.0
4238,Wed Mar 16 2022 06:01:54 GMT-0500 (CDT),26.5,23.4,4.1
4239,Wed Mar 16 2022 07:01:54 GMT-0500 (CDT),26.5,23.5,4.2
4240,Wed Mar 16 2022 08:01:54 GMT-0500 (CDT),26.5,23.7,4.3
4241,Wed Mar 16 2022 09:01:54 GMT-0500 (CDT),26.6,23.9,4.5
4242,Wed Mar 16 2022 10:01:54 GMT-0500 (CDT),26.7,24.1,4.7
4243,Wed Mar 16 2022 11:01:54 GMT-0500 (CDT),27.1,24.3,5.1
4244,Wed Mar 16 2022 12:01:54 GMT-0500 (CDT),26.7,24.8,5.1
4245,Wed Mar 16 2022 13:01:54 GMT-0500 (CDT),26.7,25.3,5.4
4246,Wed Mar 16 2022 14:01:54 GMT-0500 (CDT),26.5,25.8,5.5
4247,Wed Mar 16 2022 15:01:54 GMT-0500 (CDT),26.2,26.3,5.5
4248,Wed Mar 16 2022 16:01:54 GMT-0500 (CDT),25.6,26.7,5.2
4249,Wed Mar 16 2022 17:01:54 GMT-0500 (CDT),25.4,27.1,5.2
4250,Wed Mar 16 2022 18:01:54 GMT-0500 (CDT),25.2,27.5,5.3
4251,Wed Mar 16 2022 19:01:54 GMT-0500 (CDT),25.6,28.5,6.1
4252,Wed Mar 16 2022 20:01:54 GMT-0500 (CDT),25.0,29.0,5.9
4253,Wed Mar 16 2022 21:01:54 GMT-0500 (CDT),25.1,29.2,6.1
4254,Wed Mar 16 2022 22:01:54 GMT-0500 (CDT),25.1,29.3,6.1
4255,Wed Mar 16 2022 23:01:54 GMT-0500 (CDT),25.1,29.5,6.2
4256,Thu Mar 17 2022 00:01:54 GMT-0500 (CDT),25.1,30.0,6.5
4257,Thu Mar 17 2022 01:01:54 GMT-0500 (CDT),25.0,30.5,6.6
4258,Thu Mar 17 2022 02:01:54 GMT-0500 (CDT),24.7,30.7,6.4
4259,Thu Mar 17 2022 03:01:54 GMT-0500 (CDT),24.5,31.0,6.4
4260,Thu Mar 17 2022 04:01:54 GMT-0500 (CDT),24.9,31.2,6.8
4261,Thu Mar 17 2022 05:01:54 GMT-0500 (CDT),26.4,30.9,8.0
4262,Thu Mar 17 2022 06:01:54 GMT-0500 (CDT),26.2,30.7,7.7
4263,Thu Mar 17 2022 07:01:54 GMT-0500 (CDT),26.1,30.6,7.6
4264,Thu Mar 17 2022 08:01:54 GMT-0500 (CDT),26.1,30.5,7.6
4265,Thu Mar 17 2022 09:01:54 GMT-0500 (CDT),26.3,30.3,7.6
4266,Thu Mar 17 2022 10:01:54 GMT-0500 (CDT),26.3,30.2,7.6
4267,Thu Mar 17 2022 11:01:54 GMT-0500 (CDT),25.9,30.3,7.3
4268,Thu Mar 17 2022 12:01:54 GMT-0500 (CDT),25.7,30.4,7.2
4269,Thu Mar 17 2022 13:01:54 GMT-0500 (CDT),25.6,30.5,7.1
4270,Thu Mar 17 2022 14:01:54 GMT-0500 (CDT),25.5,30.6,7.1
4271,Thu Mar 17 2022 15:01:54 GMT-0500 (CDT),25.3,30.7,7.0
4272,Thu Mar 17 2022 16:01:54 GMT-0500 (CDT),25.7,30.8,7.4
4273,Thu Mar 17 2022 17:01:54 GMT-0500 (CDT),26.6,30.4,8.0
4274,Thu Mar 17 2022 18:01:54 GMT-0500 (CDT),26.3,30.2,7.6
4275,Thu Mar 17 2022 19:01:54 GMT-0500 (CDT),26.3,29.9,7.4
4276,Thu Mar 17 2022 20:01:54 GMT-0500 (CDT),26.2,29.7,7.3
4277,Thu Mar 17 2022 21:01:54 GMT-0500 (CDT),26.2,29.4,7.1
4278,Thu Mar 17 2022 22:01:54 GMT-0500 (CDT),26.2,29.1,7.0
4279,Thu Mar 17 2022 23:01:54 GMT-0500 (CDT),26.3,28.9,7.0
4280,Fri Mar 18 2022 00:01:54 GMT-0500 (CDT),26.3,28.7,6.9
4281,Fri Mar 18 2022 01:01:54 GMT-0500 (CDT),26.3,28.4,6.7
4282,Fri Mar 18 2022 02:01:54 GMT-0500 (CDT),26.4,28.2,6.7
4283,Fri Mar 18 2022 03:01:54 GMT-0500 (CDT),26.3,28.0,6.5
4284,Fri Mar 18 2022 04:01:54 GMT-0500 (CDT),26.2,27.8,6.3
4285,Fri Mar 18 2022 05:01:54 GMT-0500 (CDT),26.2,27.6,6.2
4286,Fri Mar 18 2022 06:01:54 GMT-0500 (CDT),26.2,27.4,6.1
4287,Fri Mar 18 2022 07:01:54 GMT-0500 (CDT),26.1,27.2,5.9
4288,Fri Mar 18 2022 08:01:54 GMT-0500 (CDT),26.1,27.0,5.8
4289,Fri Mar 18 2022 09:01:54 GMT-0500 (CDT),26.1,26.9,5.7
4290,Fri Mar 18 2022 10:01:54 GMT-0500 (CDT),26.1,26.7,5.6
4291,Fri Mar 18 2022 11:01:54 GMT-0500 (CDT),26.1,26.5,5.5
4292,Fri Mar 18 2022 12:01:54 GMT-0500 (CDT),26.1,26.3,5.4
4293,Fri Mar 18 2022 13:01:54 GMT-0500 (CDT),26.2,26.1,5.4
4294,Fri Mar 18 2022 14:01:54 GMT-0500 (CDT),26.3,26.1,5.5
4295,Fri Mar 18 2022 15:01:54 GMT-0500 (CDT),25.7,26.0,4.9
4296,Fri Mar 18 2022 16:01:54 GMT-0500 (CDT),26.5,26.1,5.7
4297,Fri Mar 18 2022 17:01:54 GMT-0500 (CDT),26.5,25.9,5.5
4298,Fri Mar 18 2022 18:01:54 GMT-0500 (CDT),26.2,25.9,5.3
4299,Fri Mar 18 2022 19:01:54 GMT-0500 (CDT),26.2,25.8,5.2
4300,Fri Mar 18 2022 20:01:54 GMT-0500 (CDT),26.1,25.8,5.1
4301,Fri Mar 18 2022 21:01:54 GMT-0500 (CDT),26.1,25.8,5.1
4302,Fri Mar 18 2022 22:01:54 GMT-0500 (CDT),26.1,25.8,5.1
4303,Fri Mar 18 2022 23:01:54 GMT-0500 (CDT),26.2,25.8,5.2
4304,Sat Mar 19 2022 00:01:54 GMT-0500 (CDT),26.2,25.8,5.2
4305,Sat Mar 19 2022 01:01:54 GMT-0500 (CDT),26.2,25.8,5.2
4306,Sat Mar 19 2022 02:01:54 GMT-0500 (CDT),26.3,25.8,5.3
4307,Sat Mar 19 2022 03:01:54 GMT-0500 (CDT),26.3,25.7,5.3
4308,Sat Mar 19 2022 04:01:54 GMT-0500 (CDT),26.3,25.6,5.2
4309,Sat Mar 19 2022 05:01:54 GMT-0500 (CDT),26.3,25.5,5.1
4310,Sat Mar 19 2022 06:01:54 GMT-0500 (CDT),26.2,25.4,5.0
